processed_text	POStags	proba	original_text
2 police officers killed during Charlie Hebdo attack were Ahmed Merabet , Franck Brinsolaro , police spokeswoman says . http://t.co/CrGFTVwYKo	$ N N V P ^ ^ V V ^ ^ , ^ ^ , N N V , U	0.6304 0.6061 0.7154 0.9972 0.9695 0.9996 0.9927 0.6513 0.9784 0.9972 0.9132 0.9922 0.9812 0.8798 0.9922 0.7187 0.9900 0.9712 0.9951 0.9975	2 police officers killed during Charlie Hebdo attack were Ahmed Merabet, Franck Brinsolaro, police spokeswoman says. http://t.co/CrGFTVwYKo             
The only way Global Media can pay respect to #CharlieHebdo martyrs is by reprinting and republishing them . Again & again & again & again ....	D A N A N V V V P ^ ^ V P V & V O , R & R & R & R ,	0.9224 0.9745 0.8877 0.7703 0.9636 0.9904 0.9937 0.7389 0.9797 0.5049 0.6542 0.9991 0.9694 0.7556 0.9972 0.9939 0.9859 0.9985 0.9902 0.9933 0.9955 0.9933 0.9955 0.9941 0.9905 0.9886	The only way Global Media can pay respect to #CharlieHebdo martyrs is by reprinting and republishing them. Again &amp; again &amp; again &amp; again....
We stand with Charlie Hebdo in rejecting oppression and violence in all its forms . http://t.co/cDL1yKX1wo http://t.co/Nu6KlDe0e6	O V P ^ ^ P V N & N P D L N , U U	0.9961 0.9873 0.9922 0.9996 0.9797 0.9744 0.8661 0.9962 0.9981 0.9798 0.9975 0.6393 0.6017 0.9797 0.9973 0.9958 0.9992	We stand with Charlie Hebdo in rejecting oppression and violence in all its forms.  http://t.co/cDL1yKX1wo http://t.co/Nu6KlDe0e6                       
MORE : Police official : Suspects in Charlie Hebdo massacre killed , hostage freed : http://t.co/3xVAv7rE8o	A , ^ N , V P ^ ^ N V , N V , U	0.6268 0.9681 0.6546 0.7195 0.9733 0.8725 0.9339 0.9993 0.9948 0.7652 0.9836 0.9962 0.9611 0.9057 0.8975 0.9969	MORE: Police official: Suspects in Charlie Hebdo massacre killed, hostage freed: http://t.co/3xVAv7rE8o                                                 
In case you are confused . Check who's the terrorist and who's the #Muslim . #JeSuisCharlie #JeSuisAhmed http://t.co/WSq17Z1TQb	P N O V A , V L D A & L D N , # # U	0.9389 0.9664 0.9924 0.9989 0.9412 0.9965 0.9691 0.8800 0.9991 0.8662 0.9981 0.9801 0.9941 0.5570 0.9969 0.9150 0.9702 0.9981	In case you are confused. Check who's the terrorist and who's the #Muslim. #JeSuisCharlie #JeSuisAhmed http://t.co/WSq17Z1TQb                           
Incredible to see universal outrage in #Europe over #CharlieHebdo , but double standards when it comes to #Palestinian attacks on #Israel .	A P V A N P ^ P ^ , & A N R O V P ^ V P ^ ,	0.9834 0.9989 0.9969 0.9939 0.9991 0.9963 0.5636 0.8364 0.7255 0.9970 0.9897 0.9593 0.9982 0.9748 0.9959 0.9996 0.9618 0.5287 0.6835 0.9221 0.6218 0.9921	Incredible to see universal outrage in #Europe over #CharlieHebdo, but double standards when it comes to #Palestinian attacks on #Israel.               
#JeSuisCharlie : The hashtag of solidarity after Paris attack that killed 12 . http://t.co/6zTlicOuuO via @mashable http://t.co/G8IBEpkA5T	# , D N P N P ^ V P V $ , U P @ U	0.7833 0.9030 0.9876 0.9908 0.9961 0.9879 0.9966 0.9972 0.6503 0.4637 0.9834 0.9944 0.9946 0.9963 0.9879 0.9967 0.9971	#JeSuisCharlie: The hashtag of solidarity after Paris attack that killed 12. http://t.co/6zTlicOuuO via @mashable http://t.co/G8IBEpkA5T                
Social media users show solidarity for #CharlieHebdo with #JeSuisCharlie hashtag http://t.co/v0m1buPOMy http://t.co/mci5nwDlDQ	A N N V N P ^ P ^ ^ U U	0.8236 0.9595 0.9947 0.5457 0.9965 0.9993 0.8340 0.9951 0.8469 0.6056 0.9949 0.9993	Social media users show solidarity for #CharlieHebdo with #JeSuisCharlie hashtag http://t.co/v0m1buPOMy http://t.co/mci5nwDlDQ                          
DEVELOPING : Women , children held in second Paris hostage situation ; may be related to massacre http://t.co/F4K3C1lot7	V , N , N V P A ^ N N , V V A P N U	0.9775 0.9621 0.8643 0.9981 0.8192 0.9955 0.9130 0.9670 0.9883 0.9710 0.9984 0.9857 0.9534 0.9992 0.6814 0.9952 0.7473 0.9974	DEVELOPING: Women, children held in second Paris hostage situation; may be related to massacre http://t.co/F4K3C1lot7                                   
24 of the most powerful cartoons related to the #CharlieHebdo tragedy : http://t.co/I85pBNMKVj http://t.co/6YqHTA9REP	$ P D R A N V P D ^ N , U U	0.9928 0.9989 0.9985 0.8761 0.9984 0.9966 0.8843 0.9986 0.9915 0.8705 0.9744 0.8878 0.9956 0.9994	24 of the most powerful cartoons related to the #CharlieHebdo tragedy: http://t.co/I85pBNMKVj http://t.co/6YqHTA9REP                                    
Egypt top Muslim institution Al Azhar and the Arab league condemn Paris #CharlieHebdo attack . @akhbar	^ A ^ N ^ ^ & D ^ ^ V ^ ^ N , @	0.9896 0.8052 0.5077 0.9187 0.4022 0.9953 0.9971 0.9978 0.8262 0.7997 0.8150 0.9956 0.7045 0.5607 0.9982 0.9937	Egypt top Muslim institution Al Azhar and the Arab league condemn Paris #CharlieHebdo attack. @akhbar                                                   
Only Jew-hatred explains why Europeans pretend Israel's enemies are not the West's , as Muslims murder Jews and #CharlieHebdo in Paris .	A N V R ^ V Z N V R D N , P ^ N N & ^ P ^ ,	0.5135 0.6678 0.9971 0.9308 0.5473 0.9776 0.8471 0.9864 0.9861 0.9896 0.9983 0.4627 0.9976 0.8985 0.5303 0.6427 0.9211 0.9981 0.4384 0.9920 0.9961 0.9953	Only Jew-hatred explains why Europeans pretend Israel's enemies are not the West's, as Muslims murder Jews and #CharlieHebdo in Paris.                  
Smoke rising over first #Paris hostage scene . Watch live on CNN . http://t.co/HAhU3MDTUj	V V P A N N N , V V P ^ , U	0.7565 0.9972 0.4305 0.6988 0.4297 0.9889 0.9966 0.9984 0.7749 0.4726 0.9455 0.9235 0.9780 0.9988	Smoke rising over first #Paris hostage scene. Watch live on CNN. http://t.co/HAhU3MDTUj                                                                 
This is Melbourne right now ! #JeSuisCharlie #CharlieHebdo http://t.co/6Vyt2viHo2 http://t.co/EYcFr2BfSd	O V ^ R R , # # U U	0.8910 0.9963 0.9924 0.8546 0.9949 0.9983 0.9481 0.9700 0.9966 0.9992	This is Melbourne right now!  #JeSuisCharlie #CharlieHebdo  http://t.co/6Vyt2viHo2 http://t.co/EYcFr2BfSd                                               
Follow this list for journalists & media outlets covering the attack on #CharlieHebdo magazine in Paris : http://t.co/6njHXoEbq4	V D N P N & N N V D N P ^ N P ^ , U	0.9950 0.9418 0.9951 0.9994 0.9824 0.9948 0.8528 0.9940 0.9982 0.9997 0.9877 0.9938 0.8707 0.7199 0.9988 0.9972 0.8086 0.9967	Follow this list for journalists &amp; media outlets covering the attack on #CharlieHebdo magazine in Paris: http://t.co/6njHXoEbq4                     
Details of attacks on Muslim community in France , grenades , & shootings in aftermath of the #CharlieHebdo attack http://t.co/4u5fsWL75w	N P V P ^ N P ^ , N , & N P N P D ^ N U	0.9921 0.9970 0.7861 0.9205 0.8083 0.9483 0.9988 0.9976 0.9936 0.9690 0.9987 0.9967 0.9886 0.9963 0.9984 0.9995 0.9940 0.9076 0.5219 0.9978	Details of attacks on Muslim community in France, grenades, &amp; shootings in aftermath of the #CharlieHebdo attack http://t.co/4u5fsWL75w             
After the awful attack on #CharlieHebdo , France should set example of tolerance , protect Muslims from reprisals http://t.co/aV3l4SLt7H	P D A N P ^ , ^ V V N P N , V N P N U	0.9948 0.9950 0.9858 0.9440 0.9938 0.8696 0.9899 0.9980 0.9904 0.9713 0.9960 0.9936 0.9812 0.9972 0.9720 0.7568 0.9987 0.9306 0.9969	After the awful attack on #CharlieHebdo, France should set example of tolerance, protect Muslims from reprisals http://t.co/aV3l4SLt7H                  
Everyone who blamed #CharlieHebdo cartoons for provoking its own slaughter , tell that to the dead shoppers at a Kosher supermarket in Paris	N O V ^ N P V L A N , V O P D A N P D A N P ^	0.9625 0.9891 0.9988 0.4053 0.8251 0.9995 0.9884 0.7218 0.9717 0.9976 0.9966 0.9830 0.8605 0.9967 0.9954 0.9868 0.9994 0.9996 0.9989 0.9719 0.9990 0.9992 0.9961	Everyone who blamed #CharlieHebdo cartoons for provoking its own slaughter, tell that to the dead shoppers at a Kosher supermarket in Paris             
Crowd gathered at Union Square in NYC right now to memorialize those killed in #CharlieHedbo attack . #JeSuisCharlie http://t.co/SusW1OnvlT	N V P ^ ^ P ^ R R P V O V P ^ N , # U	0.7654 0.9908 0.9965 0.9938 0.9353 0.9928 0.9984 0.8636 0.9977 0.9930 0.9899 0.7369 0.9959 0.8914 0.8773 0.5487 0.9977 0.8758 0.9983	Crowd gathered at Union Square in NYC right now to memorialize those killed in #CharlieHedbo attack. #JeSuisCharlie http://t.co/SusW1OnvlT              
Charlie Hebdo magazine is planning a print-run of its next issue of a million copies , not usual 60,000 . Expected to sell out #wato	^ ^ N V V D N P D A N P D $ N , R A $ , V P V T #	0.9964 0.9915 0.5685 0.9974 0.9930 0.9979 0.9896 0.9989 0.5302 0.9380 0.9989 0.9982 0.9964 0.8135 0.9978 0.9986 0.9980 0.8238 0.9878 0.9974 0.9839 0.9923 0.9979 0.8212 0.7997	Charlie Hebdo magazine is planning a print-run of its next issue of a million copies, not usual 60,000. Expected to sell out #wato                      
MT @Paris The Eiffel tower to switch off the lights at 20h in tribute to #CharlieHebdo victims http://t.co/s0yWX90f2L	^ @ D ^ N P V T D N P $ P N P ^ N U	0.3144 0.9960 0.9668 0.9093 0.6382 0.9985 0.9815 0.6555 0.9998 0.9901 0.9997 0.4967 0.9742 0.9916 0.9974 0.6948 0.9278 0.9967	MT @Paris The Eiffel tower to switch off the lights at 20h in tribute to #CharlieHebdo victims http://t.co/s0yWX90f2L                                   
A 2012 cartoon by the @NewYorker - well worth remembering today #CharlieHebdo #ParisShooting http://t.co/6gOnSwwRfC	D $ N P D @ , ! A V N # # U	0.9152 0.9881 0.9934 0.9998 0.9941 0.9766 0.8684 0.7000 0.5485 0.9159 0.9872 0.6445 0.9820 0.9986	A 2012 cartoon by the @NewYorker - well worth remembering today #CharlieHebdo #ParisShooting http://t.co/6gOnSwwRfC                                     
#JeSuisCharlie trending Worldwide - over 56,000 tweets ( via @Trendsmap ) . More via @BBCTrending http://t.co/k5ArXMMyr9 http://t.co/ZFQ8krnE7U	# V N , P $ N , P @ , , A P @ U U	0.5325 0.9971 0.5022 0.9559 0.8411 0.9940 0.9715 0.9877 0.9537 0.9958 0.9746 0.9903 0.8554 0.9921 0.9972 0.9918 0.9992	#JeSuisCharlie trending Worldwide - over 56,000 tweets (via @Trendsmap). More via @BBCTrending http://t.co/k5ArXMMyr9 http://t.co/ZFQ8krnE7U            
Retweet if you think satire should not be censored : " Love stronger than hate " : #CharlieHebdo http://t.co/JVjYiQMQQk	V P O V N V R V V , , V A P V , , # U	0.9154 0.9974 0.9998 0.9976 0.8905 0.9959 0.9953 0.9969 0.8992 0.9222 0.9856 0.8019 0.9763 0.9937 0.8411 0.9900 0.8581 0.8337 0.9973	Retweet if you think satire should not be censored: "Love stronger than hate": #CharlieHebdo http://t.co/JVjYiQMQQk                                     
The Eiffel Tower went dark last night to remember the victims of #CharlieHebdo http://t.co/bRbNU7lcIH #JeSuisCharlie http://t.co/X41DzXqXqJ	D ^ ^ V A A N P V D N P ^ U # U	0.9871 0.9277 0.9869 0.9796 0.9392 0.9656 0.9960 0.9967 0.9998 0.9995 0.9997 0.9965 0.7846 0.9978 0.9442 0.9982	The Eiffel Tower went dark last night to remember the victims of #CharlieHebdo http://t.co/bRbNU7lcIH #JeSuisCharlie http://t.co/X41DzXqXqJ             
#AJEOpinion : " It’s going to get a lot worse for France’s Muslims " #CharlieHebdo http://t.co/nuzS6Avu0A http://t.co/vW76MGytm5	# , , L V P V D N A P Z N , # U U	0.8942 0.8664 0.9861 0.9958 0.9933 0.9916 0.9999 0.9971 0.7104 0.8972 0.9999 0.7894 0.6759 0.9974 0.8764 0.9962 0.9992	#AJEOpinion: "It’s going to get a lot worse for France’s Muslims" #CharlieHebdo http://t.co/nuzS6Avu0A http://t.co/vW76MGytm5                           
#Iran'ian regime has been initiated nourished the idea of killing fatwa starting with Salman Rushdie #JeSuisCharlie http://t.co/QDkHLTqkHK	A N V V V V D N P V N V P ^ ^ ^ U	0.6036 0.9997 0.9911 0.9830 0.9981 0.9856 0.9997 0.9948 0.9979 0.8965 0.8393 0.9921 0.9970 0.9999 0.9874 0.5333 0.9965	#Iran'ian regime has been initiated   nourished the idea of killing fatwa starting with Salman Rushdie #JeSuisCharlie http://t.co/QDkHLTqkHK            
Our vantage point on the gunfire and explosions in Dammartin http://t.co/27X1BRVn8Y	D N N P D N & N P ^ U	0.9913 0.9686 0.9535 0.9992 0.9994 0.9708 0.9977 0.9796 0.9928 0.9550 0.9978	Our vantage point on the gunfire and explosions in Dammartin http://t.co/27X1BRVn8Y                                                                     
Today , as journalists " bravely " voice support for #CharlieHebdo , ask them for their piece calling on Yale to publish the Muhammad cartoons .	N , P N , R , N V P ^ , V O P D N V P ^ P V D ^ N ,	0.9933 0.9980 0.8361 0.9936 0.9984 0.9783 0.9916 0.9744 0.5068 0.9952 0.8682 0.9943 0.9985 0.9676 0.9995 0.9940 0.9964 0.9961 0.9743 0.9977 0.9971 0.9995 0.9969 0.9967 0.9529 0.9980	Today, as journalists "bravely" voice support for #CharlieHebdo, ask them for their piece calling on Yale to publish the Muhammad cartoons.             
I may not agree with what you say but will defend your right to say it - Voltaire #JeSuisCharlie #Libert éDexpression http://t.co/rSbYpPGyfq	O V R V P O O V & V V D N P V O , ^ # # # U	0.9975 0.9962 0.9947 0.9982 0.9970 0.9878 0.9996 0.9974 0.9780 0.9805 1.0000 0.9580 0.4562 0.9985 0.9998 0.9909 0.9723 0.9974 0.5858 0.9543 0.2592 0.9973	I may not agree with what you say but will defend your right to say it - Voltaire #JeSuisCharlie #LibertéDexpression http://t.co/rSbYpPGyfq             
#CharlieHebdo’s Charb : " I would rather die standing up than live on my knees ” http://t.co/RYrHlAVy7t http://t.co/cxsHfJVlrn /ht @froomkin	# ^ , , O V R V V T P A P D N , U U ~ @	0.8928 0.6329 0.8462 0.9912 0.9978 0.9998 0.9920 0.9965 0.9995 0.9408 0.9880 0.5492 0.9962 0.9985 0.9952 0.9825 0.9945 0.9966 0.4410 0.9989	#CharlieHebdo’s Charb: "I would rather die standing up than live on my knees” http://t.co/RYrHlAVy7t http://t.co/cxsHfJVlrn /ht @froomkin               
Muslim can't be terrorist , and terrorist can't be Muslim . I deplore and strongly condemn the inhuman attack against #CharlieHebdo	^ V V A , & A V V A , O V & R V D A N P #	0.5842 0.9955 0.9996 0.9397 0.9986 0.9986 0.7548 0.9762 0.9996 0.4744 0.9980 0.9969 0.9973 0.9959 0.9992 0.9966 0.9996 0.9601 0.9576 0.9979 0.4833	Muslim can't be terrorist, and terrorist can't be Muslim. I deplore and strongly condemn the inhuman attack against #CharlieHebdo                       
“ If liberty means anything at all , it means the right to tell people what they do not want to hear . " #CharlieHebdo http://t.co/GM9Qn6dUWc	, P N V N P D , O V D A P V N O O V R V P V , , # U	0.9735 0.9762 0.9346 0.9681 0.9934 0.9996 0.8956 0.9972 0.9965 0.9994 0.9939 0.4388 0.9986 0.9959 0.9908 0.8405 0.9965 0.9997 0.9930 0.9982 0.9955 0.9830 0.9973 0.9752 0.8474 0.9982	“If liberty means anything at all, it means the right to tell people what they do not want to hear." #CharlieHebdo http://t.co/GM9Qn6dUWc               
Out of all the cartoons we've seen , I think this is the most poignant , the most beautiful . #JeSuisCharlie http://t.co/Wk8M7EV3Eb	P P X D N L V , O V O V D R A , D R A , # U	0.8830 0.9941 0.4962 0.9999 0.9935 0.8318 0.9884 0.9977 0.9981 0.9999 0.9877 0.9988 0.9982 0.8396 0.9957 0.9958 0.9975 0.9051 0.9986 0.9975 0.9010 0.9983	Out of all the cartoons we've seen, I think this is the most poignant, the most beautiful. #JeSuisCharlie http://t.co/Wk8M7EV3Eb                        
Pres . Obama's initial statement on the Paris terrorist attack did not condemn radical Islamists . He might try again later . Or not .	^ , Z A N P D ^ A N V R V A N , O V V R R , & R ,	0.6341 0.9898 0.9056 0.9943 0.9982 0.9992 0.9968 0.9926 0.9298 0.9840 0.9949 0.9950 0.9930 0.9594 0.9308 0.9982 0.9939 0.9970 0.9974 0.9967 0.9095 0.9973 0.9921 0.9954 0.9947	Pres. Obama's initial statement on the Paris terrorist attack did not condemn radical Islamists. He might try again later.  Or not.                     
What we do and don't know about the aftermath of the Charlie Hebdo shooting http://t.co/DQXNUUydgW http://t.co/oPg60iEnZT	O O V & V V P D N P D ^ ^ V U U	0.9609 0.9978 0.9992 0.9970 0.9997 0.9997 0.9968 0.9992 0.9990 0.9995 0.9950 0.9992 0.9811 0.7634 0.9925 0.9992	What we do and don't know about the aftermath of the Charlie Hebdo shooting http://t.co/DQXNUUydgW http://t.co/oPg60iEnZT                               
The Eiffel Tower went dark Thursday evening to honor victims of #CharlieHebdo attack : http://t.co/MTOkoGt8RL http://t.co/rmEbItK2Og	D ^ ^ V A ^ N P V N P ^ N , U U	0.9871 0.9277 0.9869 0.9796 0.9593 0.8752 0.9891 0.9988 0.9341 0.9982 0.9965 0.9209 0.6456 0.9542 0.9948 0.9992	The Eiffel Tower went dark Thursday evening to honor victims of #CharlieHebdo attack: http://t.co/MTOkoGt8RL http://t.co/rmEbItK2Og                     
Amazing @AFP photo apparently of hostages at #Paris supermarket siege being carried away . All app alive #c4news http://t.co/u9eIZVG0xE	A @ N R P N P ^ N N V V R , D N A # U	0.9509 0.9944 0.9782 0.9943 0.9831 0.9977 0.9996 0.9229 0.8256 0.9218 0.9950 0.9853 0.9735 0.9987 0.9409 0.9775 0.9666 0.8288 0.9979	Amazing @AFP photo apparently of hostages at #Paris supermarket siege being carried away. All app alive #c4news http://t.co/u9eIZVG0xE                  
#Paris , now . In front of Notre-Dame . #silence #charliehebdo http://t.co/6EP3Vci23H	# , R , P N P ^ , # # U	0.5923 0.9975 0.9928 0.9986 0.9260 0.9715 0.9985 0.6849 0.9910 0.8485 0.9837 0.9984	#Paris, now. In front of Notre-Dame. #silence #charliehebdo http://t.co/6EP3Vci23H                                                                      
#CharlieHebdo : Everything you need to know about the magazine that refuses to be censored http://t.co/4LNGobrht7 http://t.co/t70U7NEBae	# , N O V P V P D N P V P V V U U	0.8171 0.9480 0.9079 0.9977 0.9985 0.9766 0.9996 0.9968 0.9994 0.9867 0.8643 0.9990 0.9891 0.9993 0.8585 0.9945 0.9992	#CharlieHebdo: Everything you need to know about the magazine that refuses to be censored http://t.co/4LNGobrht7 http://t.co/t70U7NEBae                 
What we know so far about the #CharlieHebdo attack and the double hostage-takings in France http://t.co/LBvRssNtSm http://t.co/ElujGekOkC	O O V R R P D ^ V & D A N P ^ U U	0.9609 0.9988 0.9982 0.9638 0.9875 0.9983 0.9899 0.9265 0.5673 0.9938 0.9972 0.8534 0.9949 0.9987 0.9974 0.9913 0.9987	What we know so far about the #CharlieHebdo attack and the double hostage-takings in France http://t.co/LBvRssNtSm http://t.co/ElujGekOkC               
Everybody wants to march in maudlin Princess Di-style candlelight vigils with " Je Suis Charlie " signs , nobody wants to be Charlie Hebdo .	N V P ^ P A N N N N P , ^ ^ ^ , N , N V P V ^ ^ ,	0.7707 0.9989 0.9925 0.5657 0.9650 0.9383 0.5630 0.5520 0.9246 0.9618 0.9975 0.9906 0.8601 0.9484 0.9996 0.9893 0.9593 0.9981 0.9398 0.9989 0.9891 0.9990 0.9982 0.9835 0.9930	Everybody wants to  march in maudlin Princess Di-style candlelight vigils with "Je Suis Charlie" signs, nobody wants to be Charlie Hebdo.               
