text,Event,token
Appalled to hear news of apparent terrorist attack in Paris. My thoughts are with the family and friends of those killed.,charliehebdo,"['appalled', 'hear', 'news', 'apparent', 'terrorist', 'attack', 'paris', 'thoughts', 'family', 'friends', 'killed']"
An explosion has been reported near a mosque in Paris. Updates: http://t.co/pmS6OiSh40 #ParisShooting #JeSuisCharlie http://t.co/NiglsAQGwM,charliehebdo,"['explosion', 'reported', 'near', 'mosque', 'paris', 'updates', '&', '#', '#', '&']"
"Just waiting for @BarackObama, @David_Cameron and @JustinTrudeau to say: ""#CharlieHebdo massacre in Paris had nothing to do with Islam.""",charliehebdo,"['waiting', '@', '@', '@', 'say', '#', 'massacre', 'paris', 'nothing', 'islam']"
Check this photo via journo @EliseBarthet. Alleged pic of the gunmen facing a police car near #CharlieHebdo offices: http://t.co/eBpt190LD0,charliehebdo,"['check', 'photo', 'via', 'journo', '@', 'alleged', 'pic', 'gunmen', 'facing', 'police', 'car', 'near', '#', 'offices', '&']"
"Make Fun of Hindu God's #PK = Creativity , Freedom of Expression
Make Fun of A Prophet = 12 killed 

#CharlieHebdo http://t.co/1qQGFtuhO2",charliehebdo,"['make', 'fun', 'hindu', 'gods', '#', 'creativity', 'freedom', 'expression', 'make', 'fun', 'prophet', '12', 'killed', '#', '&']"
MUSLIMS around the world celebrate terrorist attack killing 12 in Paris http://t.co/LdWu6Ie24y,charliehebdo,"['muslims', 'around', 'world', 'celebrate', 'terrorist', 'attack', 'killing', '12', 'paris', '&']"
"""Armed and dangerous."" Appeal for info about suspects in policewoman shooting. #ParisAttacks http://t.co/zZIgbWOmcP http://t.co/lu5QEp82OU",charliehebdo,"['armed', 'dangerous', 'appeal', 'info', 'suspects', 'policewoman', 'shooting', '#', '&', '&']"
Among the 12 killed were France's most respected &amp; controversial cartoonists: http://t.co/yQRS1RGqso #CharlieHebdo http://t.co/ULvNrIfyeo,charliehebdo,"['among', '12', 'killed', 'frances', 'respected', '&', 'amp', 'controversial', 'cartoonists', '&', '#', '&']"
#France has a problem (and quite a serious one) #CharlieHebdo http://t.co/H15l2ARF3d,charliehebdo,"['#', 'problem', 'quite', 'serious', 'one', '#', '&']"
"What the Quran actually commands Muslims to do when it or the Prophet ﷺ are ridiculed.
#CharlieHebdo #ParisShooting http://t.co/562FUFPf76",charliehebdo,"['quran', 'actually', 'commands', 'muslims', 'prophet', 'ﷺ', 'ridiculed', '#', '#', '&']"
"A sad day for France, for journalism, for free speech, and those whose beliefs the attackers pretend to represent  #CharlieHebdo",charliehebdo,"['sad', 'day', 'france', 'journalism', 'free', 'speech', 'whose', 'beliefs', 'attackers', 'pretend', 'represent', '#']"
Prophet Mohammed cartoons republished by Danish newspaper in wake of #CharlieHebdo attack http://t.co/TouN7YJbfn http://t.co/FhDgXNpofN,charliehebdo,"['prophet', 'mohammed', 'cartoons', 'republished', 'danish', 'newspaper', 'wake', '#', 'attack', '&', '&']"
Man violently lifts the Prophet up by the lapels of his cloak asking for money! He smiles and gives him more than he's due. #CharlieHebdo,charliehebdo,"['man', 'violently', 'lifts', 'prophet', 'lapels', 'cloak', 'asking', 'money', 'smiles', 'gives', 'hes', 'due', '#']"
Charlie Hebdo attack: minute's silence held for victims around the world http://t.co/BP9uXF8M7F http://t.co/3uDo93WC5K,charliehebdo,"['charlie', 'hebdo', 'attack', 'minutes', 'silence', 'held', 'victims', 'around', 'world', '&', '&']"
"#CharlieHebdo #ParisShooting 

It's impossible to co-exist with people who will kill you over a cartoon

#Fin",charliehebdo,"['#', '#', 'impossible', 'coexist', 'people', 'kill', 'cartoon', '#']"
The president is upset about the terrorist attack in Paris. It's taking attention away from him.,charliehebdo,"['president', 'upset', 'terrorist', 'attack', 'paris', 'taking', 'attention', 'away']"
I know a guy that feels really weird hearing all this media fountain about European freedom of speech. #CharlieHebdo http://t.co/1IqtP6jE9M,charliehebdo,"['know', 'guy', 'feels', 'really', 'weird', 'hearing', 'media', 'fountain', 'european', 'freedom', 'speech', '#', '&']"
"I'm so saddened by the tragic events at Charlie Hebdo and my heart goes out to their families, friends and community in France.",charliehebdo,"['im', 'saddened', 'tragic', 'events', 'charlie', 'hebdo', 'heart', 'goes', 'families', 'friends', 'community', 'france']"
"#ICYMI, Christopher Hitchens on the case for mocking religion is important, relevant: http://t.co/TDLyhXjBDZ #JeSuisCharlie",charliehebdo,"['#', 'christopher', 'hitchens', 'case', 'mocking', 'religion', 'important', 'relevant', '&', '#']"
"@acarvin last #CharlieHebdo cartoon: ""Still no attack in France. Wait! We have 'til january end to send 2015 wishes."" http://t.co/eubg7XJRPd",charliehebdo,"['@', 'last', '#', 'cartoon', 'still', 'attack', 'france', 'wait', 'til', 'january', 'end', 'send', '2015', 'wishes', '&']"
Please don't watch or share the video of  execution of a policeman. Spare a thought for his family and all innocents killed. #CharlieHebdo,charliehebdo,"['please', 'dont', 'watch', 'share', 'video', 'execution', 'policeman', 'spare', 'thought', 'family', 'innocents', 'killed', '#']"
"For those saying we don't yet know who's responsible for #CharlieHebdo killings, yes, you're right, it was probably fundamentalist atheists.",charliehebdo,"['saying', 'dont', 'yet', 'know', 'whos', 'responsible', '#', 'killings', 'yes', 'youre', 'right', 'probably', 'fundamentalist', 'atheists']"
"PARIS HOSTAGE SITUATIONS:
-At printing house
-Holding 1 hostage
-At kosher supermarket
-Holding 6 hostages

Stay with @PzFeed for the latest",charliehebdo,"['paris', 'hostage', 'situations', 'printing', 'house', 'holding', '1', 'hostage', 'kosher', 'supermarket', 'holding', '6', 'hostages', 'stay', '@', 'latest']"
12 people have been confirmed dead in attack on French satire magazine #CharlieHebdo: http://t.co/VzRHTuAfCp,charliehebdo,"['12', 'people', 'confirmed', 'dead', 'attack', 'french', 'satire', 'magazine', '#', '&']"
RT @SoerenJuhl: I dedicate this illustration to my French brothers and sisters of cartoons  #CharlieHebdo #JeSuisCharlie http://t.co/Z8xllO…,charliehebdo,"['rt', '@', 'dedicate', 'illustration', 'french', 'brothers', 'sisters', 'cartoons', '#', '#', '&']"
'This is not just an attack on freedom of expression. It is an attack on freedom full stop': https://t.co/8Y6EU0TFYf,charliehebdo,"['attack', 'freedom', 'expression', 'attack', 'freedom', 'full', 'stop', '&']"
#MaryamRajavi strongly condemns criminal attack in Paris and offers her condolences to French Government and people  #CharlieHebdo #Paris,charliehebdo,"['#', 'strongly', 'condemns', 'criminal', 'attack', 'paris', 'offers', 'condolences', 'french', 'government', 'people', '#', '#']"
I love these powerful and important images put out by artists in response to the Charlie Hebdo attack. http://t.co/ZTmKkkR5pg,charliehebdo,"['love', 'powerful', 'important', 'images', 'put', 'artists', 'response', 'charlie', 'hebdo', 'attack', '&']"
I am devastated by what just happened in France. #CharlieHebdo http://t.co/IxEbScqYFh,charliehebdo,"['devastated', 'happened', 'france', '#', '&']"
Telling that some are calling the Charlie Hebdo shootings “the worst terrorist attack in Europe since 2005.” Breivik doesn’t even register.,charliehebdo,"['telling', 'calling', 'charlie', 'hebdo', 'shootings', 'worst', 'terrorist', 'attack', 'europe', 'since', '2005', 'breivik', 'doesnt', 'even', 'register']"
"#CharlieHebdo will publish Wednesday, writer Patrick Pelloux tells CNN affiliate BFMTV. http://t.co/ZBKD5DObyk",charliehebdo,"['#', 'publish', 'wednesday', 'writer', 'patrick', 'pelloux', 'tells', 'cnn', 'affiliate', 'bfmtv', '&']"
Fact check: Muslim leaders ARE condemning the Charlie Hebdo terror attack--even though they shouldn't have to: http://t.co/GZGRiR7ojX,charliehebdo,"['fact', 'check', 'muslim', 'leaders', 'condemning', 'charlie', 'hebdo', 'terror', 'attackeven', 'though', 'shouldnt', '&']"
"B.Z., Berlin's biggest paper stands up by putting multiple Charlie Hebdo cartoons on its cover, including Proph Mo: http://t.co/c3LiE3dgeo",charliehebdo,"['bz', 'berlins', 'biggest', 'paper', 'stands', 'putting', 'multiple', 'charlie', 'hebdo', 'cartoons', 'cover', 'including', 'proph', 'mo', '&']"
Newsrooms around the world show their support for #CharlieHebdo: https://t.co/2sZ43iXyYe #jesuischarlie http://t.co/dAOvitPGPi,charliehebdo,"['newsrooms', 'around', 'world', 'show', 'support', '#', '&', '#', '&']"
"Jihadist flags &amp; petrol bombs found in car used by #CharlieHebdo attack suspects, sources tell French media http://t.co/9ZvWyifaLk",charliehebdo,"['jihadist', 'flags', '&', 'amp', 'petrol', 'bombs', 'found', 'car', 'used', '#', 'attack', 'suspects', 'sources', 'tell', 'french', 'media', '&']"
An attack on democracy: #AFP's staff common reaction to the barbaric attack against the #CharlieHebdo weekly. http://t.co/oO2ASOQxOB,charliehebdo,"['attack', 'democracy', '#', 'staff', 'common', 'reaction', 'barbaric', 'attack', '#', 'weekly', '&']"
Follow the latest updates on the deadly shooting at the Paris offices of the satirical newspaper Charlie Hebdo http://t.co/LYnQ6zsmoS,charliehebdo,"['follow', 'latest', 'updates', 'deadly', 'shooting', 'paris', 'offices', 'satirical', 'newspaper', 'charlie', 'hebdo', '&']"
Who is scared? Sify cartoon. #CharlieHebdo http://t.co/qN6WizQg2l,charliehebdo,"['scared', 'sify', 'cartoon', '#', '&']"
"Gunfire, explosions heard at print plant north of Paris where the 2 #CharlieHebdo suspects are holed up with hostage. http://t.co/pzmqjErpgQ",charliehebdo,"['gunfire', 'explosions', 'heard', 'print', 'plant', 'north', 'paris', '2', '#', 'suspects', 'holed', 'hostage', '&']"
"At least 5 hostages in kosher supermarket in eastern Paris, according to reports: http://t.co/lmUljawKdu http://t.co/B1CKrZGJwf",charliehebdo,"['least', '5', 'hostages', 'kosher', 'supermarket', 'eastern', 'paris', 'according', 'reports', '&', '&']"
#Islam is not the #terrorists who attacked Charlie Hebdo. Islam is the policeman who died defending Charlie Hebdo.,charliehebdo,"['#', '#', 'attacked', 'charlie', 'hebdo', 'islam', 'policeman', 'died', 'defending', 'charlie', 'hebdo']"
Should our media show Charlie Hedbo cartoons like this? Absolutely. #JeSuisCharlie http://t.co/E8HHT3CcSA”,charliehebdo,"['media', 'show', 'charlie', 'hedbo', 'cartoons', 'like', 'absolutely', '#', '&']"
Tina Fey: “We cannot back down on free speech in any way” http://t.co/jJGxtXRPi7 #CharlieHebdo,charliehebdo,"['tina', 'fey', 'cannot', 'back', 'free', 'speech', 'way', '&', '#']"
Police marksmen take up position at scene of hostage situation: http://t.co/4ZB2A3eKb1 #CharlieHebdo http://t.co/e9tE2iZdGR,charliehebdo,"['police', 'marksmen', 'take', 'position', 'scene', 'hostage', 'situation', '&', '#', '&']"
A silent vigil was held in London last night for the victims of the Charlie Hebdo shooting  http://t.co/DFl1SyXhCU http://t.co/D0rLz4LIHX,charliehebdo,"['silent', 'vigil', 'held', 'london', 'last', 'night', 'victims', 'charlie', 'hebdo', 'shooting', '&', '&']"
The first person killed in Charlie Hebdo attacks was Muslim police officer http://t.co/qQXNLUDYPG http://t.co/3JZLRAKN72,charliehebdo,"['first', 'person', 'killed', 'charlie', 'hebdo', 'attacks', 'muslim', 'police', 'officer', '&', '&']"
Newspaper front pages after the attack on Charlie Hebdo – in pictures http://t.co/5HazSPUc71 http://t.co/c0lNK7eyzg,charliehebdo,"['newspaper', 'front', 'pages', 'attack', 'charlie', 'hebdo', 'pictures', '&', '&']"
"“If liberty means anything at all, it means the right to tell people what they do not want to hear.” #CharlieHebdo http://t.co/QbSEVIFv2X",charliehebdo,"['liberty', 'means', 'anything', 'means', 'right', 'tell', 'people', 'want', 'hear', '#', '&']"
4 cartoonists in Paris had more convictions than the whole of Indian mainstream media put together. #CharlieHebdo,charliehebdo,"['4', 'cartoonists', 'paris', 'convictions', 'whole', 'indian', 'mainstream', 'media', 'put', 'together', '#']"
BREAKING: French far-right leader Le Pen calls for death penalty #CharlieHebdo http://t.co/8y5l97V2Rd http://t.co/xeVuFvkdXG,charliehebdo,"['breaking', 'french', 'farright', 'leader', 'le', 'pen', 'calls', 'death', 'penalty', '#', '&', '&']"
VIDEO: Flashes seen in shop as explosions are heard at site of hostage-taking in central Paris http://t.co/zi2ajm8OLz,charliehebdo,"['video', 'flashes', 'seen', 'shop', 'explosions', 'heard', 'site', 'hostagetaking', 'central', 'paris', '&']"
Not 1st attack on #CharlieHebdo. Office was firebombed on 2 Nov '11 over controvers. caricature of Prophet Muhammad http://t.co/0wAINRJ1Z7,charliehebdo,"['1st', 'attack', '#', 'office', 'firebombed', '2', 'nov', '11', 'controvers', 'caricature', 'prophet', 'muhammad', '&']"
This is not in the name of Islam. These ppl don't represent ANY religion. No matter what they say. Disgraceful &amp; heartbreaking #CharlieHebdo,charliehebdo,"['name', 'islam', 'ppl', 'dont', 'represent', 'religion', 'matter', 'say', 'disgraceful', '&', 'amp', 'heartbreaking', '#']"
"Again, when a cartoon is worth 1000 words | By Robert Mankoff The  @NewYorker Sept 2012 | #CharlieHebdo (@BobMankoff) http://t.co/HcY9M1A9QH",charliehebdo,"['cartoon', 'worth', '1000', 'words', 'robert', 'mankoff', '@', 'sept', '2012', '#', '@', '&']"
"Police in Dammartin-en-Goele ""now relaxed,"" handing out rations of French cheese to journalists. #LabelleFrance",charliehebdo,"['police', 'dammartinengoele', 'relaxed', 'handing', 'rations', 'french', 'cheese', 'journalists', '#']"
"""Our thoughts are w/our allies over in France,"" @WhiteHouse spokesman says. http://t.co/oIBZTyu4kL #CharlieHebdo
https://t.co/sS7gDSD1tq",charliehebdo,"['thoughts', 'wour', 'allies', 'france', '@', 'spokesman', 'says', '&', '#', '&']"
Over a thousand have gathered at Martin Place to pay their respects #CharlieHebdo #JeSuisCharlie. Photo: @ShooterWol http://t.co/NSjias7HAM,charliehebdo,"['thousand', 'gathered', 'martin', 'place', 'pay', 'respects', '#', '#', 'photo', '@', '&']"
Strongly condemn the terrorist attack on media office in Paris; terror &amp; violence have no place in any corner of world #PresidentMukherjee,charliehebdo,"['strongly', 'condemn', 'terrorist', 'attack', 'media', 'office', 'paris', 'terror', '&', 'amp', 'violence', 'place', 'corner', 'world', '#']"
These cartoons are poignant tributes to victims of the Charlie Hebdo attack http://t.co/R59wUj58Pp http://t.co/5BhfsdNYfe,charliehebdo,"['cartoons', 'poignant', 'tributes', 'victims', 'charlie', 'hebdo', 'attack', '&', '&']"
RT @mkapral Today's French lesson. #JeSuisCharlie http://t.co/MXHkpKyLvC,charliehebdo,"['rt', '@', 'todays', 'french', 'lesson', '#', '&']"
PHOTO: Police release a photo of an accomplice to man who has taken at least five people hostage in Paris market: http://t.co/GdjPjbqbLs,charliehebdo,"['photo', 'police', 'release', 'photo', 'accomplice', 'man', 'taken', 'least', 'five', 'people', 'hostage', 'paris', 'market', '&']"
TREND IT #IStandWithFrance http://t.co/7M7PwFJnkz,charliehebdo,"['trend', '#', '&']"
Fact: Most every journalist in India will stand with #CharlieHebdo. But not one publication will reprint their most controversial work.,charliehebdo,"['fact', 'every', 'journalist', 'india', 'stand', '#', 'one', 'publication', 'reprint', 'controversial', 'work']"
"Ukrainian journalists in front of embassy of #France today, via @HromadskeTV #JeSuisCharlie #CharlieHebdo http://t.co/UDymk4KC0K",charliehebdo,"['ukrainian', 'journalists', 'front', 'embassy', '#', 'today', 'via', '@', '#', '#', '&']"
"In reporting the story, the Telegraph has pixilated Charlie Hebdo's La Vie De Mahomet: http://t.co/ElhnzUNr0A http://t.co/jdHLcQBtfp",charliehebdo,"['reporting', 'story', 'telegraph', 'pixilated', 'charlie', 'hebdos', 'la', 'vie', 'de', 'mahomet', '&', '&']"
Murderers hijacked religion just as the far-right will hijack the murders. Cycle of hate. #CharlieHebdo,charliehebdo,"['murderers', 'hijacked', 'religion', 'farright', 'hijack', 'murders', 'cycle', 'hate', '#']"
I've redone the #CharlieHebdo comic. I can't stop thinking about what happened. http://t.co/acx7vmr98c,charliehebdo,"['ive', 'redone', '#', 'comic', 'cant', 'stop', 'thinking', 'happened', '&']"
A good summary via @AntonLaGuardia. #JeSuisCharlie #CharlieHebdo http://t.co/938GZ4T6d3,charliehebdo,"['good', 'summary', 'via', '@', '#', '#', '&']"
Wide and uncompromising condemnations on Arab Twitter of insane attack on #CharlieHebdo - I hope everyone sees this. Don't focus on fools.,charliehebdo,"['wide', 'uncompromising', 'condemnations', 'arab', 'twitter', 'insane', 'attack', '#', 'hope', 'everyone', 'sees', 'dont', 'focus', 'fools']"
Thousands have gathered at Martin Place to honour #CharlieHebdo victims. (via @deborah_knight) #9News http://t.co/zGSR8TbDaC,charliehebdo,"['thousands', 'gathered', 'martin', 'place', 'honour', '#', 'victims', 'via', '@', '#', '&']"
Does publishing anti #Muslim #CharlieHebdo cartoons count as solidarity against the Muslim cop who was slain as well? http://t.co/lhJHHyk7KF,charliehebdo,"['publishing', 'anti', '#', '#', 'cartoons', 'count', 'solidarity', 'muslim', 'cop', 'slain', 'well', '&']"
